Close,High,Low,Open,Volume
AAPL,AAPL,AAPL,AAPL,AAPL
6.4403300285339355,6.455075825369143,6.391277552762015,6.422875746236436,493729600
6.451465129852295,6.48787840981577,6.417458990809972,6.458085872315779,601904800
6.348847389221191,6.477046253588525,6.342226645342805,6.4514665085786,552160000
6.337109088897705,6.379842571822461,6.2910660382072985,6.372319000569361,477131200
6.379239559173584,6.379841846598225,6.291367069476212,6.328682371478371,447610800
6.322964668273926,6.409934723155912,6.2730089691051045,6.4039158674023735,462229600
6.251040935516357,6.312733411200337,6.211919573553115,6.295278325516592,594459600
6.339216709136963,6.347643110296653,6.14210433388789,6.255557395887626,605892000
6.3025031089782715,6.333499826858838,6.290164851483697,6.322967226820972,432894000
6.197175979614258,6.3678070063030505,6.195370322018221,6.34764382981397,594067600
6.4713263511657715,6.47584049361326,6.2365969707888,6.269398533862063,730007600
6.371717929840088,6.486674891699071,6.3046088752892695,6.467414949835066,612152800
6.2615742683410645,6.419265113196395,6.235693985875178,6.382250346663958,608154400
5.951007843017578,6.244420251453119,5.9332530208638214,6.222753172780519,881767600
6.111107349395752,6.16015943254039,6.024437807372042,6.0942549496076115,1065699600
6.197475433349609,6.431302812541222,6.096361043026214,6.197776376209968,1867110000
6.255856513977051,6.337108667348443,6.004574474146093,6.224859804269056,1722568400
5.997352600097656,6.184234090635702,5.9795977756648,6.1670811518983895,1173502400
5.7797770500183105,6.0849263149904775,5.725307591416028,6.051221514344954,1245952400
5.86012601852417,5.898344957536001,5.756905029982434,5.789105111892288,749876400
5.894131660461426,5.907975031567911,5.819499842590746,5.895636776504988,698342400
5.995546340942383,6.024737392452094,5.850796060042472,5.873366369566044,615328000
5.779475688934326,5.969666750026578,5.765030432027498,5.920312925847301,757652000
5.882094860076904,5.898345776508649,5.743363398956661,5.796930431016203,850306800
5.841769695281982,5.954921813326952,5.838158380532967,5.889016926329096,478270800
5.904063701629639,5.943486015810012,5.86072872799017,5.910984986476872,632886800
5.871862411499023,5.916401552438432,5.845982129443028,5.895034207848327,370361600
5.978693962097168,6.011195384693153,5.839962537150459,5.864639446467659,550345600
6.030154228210449,6.068072218787727,5.8832973508743995,5.9618414155335016,655468800
6.121037483215332,6.129764423699118,6.0644614352143416,6.077100632580754,543737600
6.095458030700684,6.148422361864562,6.044599093978458,6.144811047887162,436396800
6.106894493103027,6.135784609934059,6.046406175112895,6.067772317592677,422825200
6.068975448608398,6.115018901171212,6.052123050765193,6.0746937645634915,415469600
6.031358242034912,6.093953147993815,5.99434347772833,6.089138464299167,390563600
5.930244445800781,6.0587442399448355,5.8896183633487045,6.018719641445511,575094800
6.038580894470215,6.062053631168325,5.953716223438179,5.965452993580057,460566400
6.078907489776611,6.104787775293293,5.925129285780472,5.939875085918058,665126000
6.15775203704834,6.174303493267834,6.078907013299251,6.090342440678554,507460800
6.289260387420654,6.304607667245735,6.182728640945756,6.191756523512181,550093600
6.2850470542907715,6.344632122622347,6.251642804665352,6.3175476719138866,566546400
6.299490928649902,6.315741839699387,6.257661487008487,6.287754963144181,372052800
6.34102201461792,6.347341815136955,6.2784271005699805,6.297988789683704,366041200
6.588993549346924,6.61156386308845,6.458989040418914,6.468318269506473,899620400
6.592905044555664,6.623299065916412,6.5679271907112815,6.620891924997233,429889600
